Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR005760	A/G-specific adenine glycosylase MutY	interpro	family		TIGR01084	GO:0019104,GO:0006284
IPR005761	UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase	interpro	family		MF_00208,TIGR01085	GO:0005524,GO:0016881,GO:0008360,GO:0051301,GO:0005737
IPR005762	UDP-N-acetylmuramoylalanine-D-glutamate ligase	interpro	family		TIGR01087,MF_00639	GO:0005524,GO:0008764,GO:0008360,GO:0051301,GO:0005737
IPR005763	L-fucose isomerase	interpro	family		TIGR01089,MF_01254	GO:0008736,GO:0030145,GO:0019317,GO:0005737
IPR005764	Adenine phosphoribosyl transferase	interpro	family		TIGR01090,MF_00004	GO:0003999,GO:0006168,GO:0005737
IPR005765	Uracil phosphoribosyl transferase	interpro	family		TIGR01091	GO:0004845,GO:0006223
IPR005766	Delta l-pyrroline-5-carboxylate synthetase	interpro	family		TIGR01092,PIRSF036429	GO:0003824,GO:0006561,GO:0055114
IPR005768	Specific amino acids and opine-binding periplasmic protein, ABC transporter	interpro	family		TIGR01096	GO:0071705,GO:0030288
IPR005769	ABC transporter, permease PhnE/PtxC	interpro	family		TIGR01097	GO:0015604,GO:0015716,GO:0005887
IPR005770	Phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein	interpro	family		TIGR01098	GO:0055085,GO:0043190
IPR005771	UTP--glucose-1-phosphate uridylyltransferase, bacterial/archaeal-type	interpro	family		TIGR01099,PTHR43197,cd02541	GO:0003983,GO:0006011
IPR005772	ATPase, V1 complex, subunit F, eukaryotic	interpro	family		TIGR01101,PIRSF015945	GO:0046961,GO:1902600,GO:0033180
IPR005773	Yop virulence translocation protein R	interpro	family		TIGR01102	GO:0015031,GO:0016021
IPR005774	UTP-glucose pyrophosphorylase, regulatory subunit	interpro	family		TIGR01105	GO:0030234,GO:0006011
IPR005775	P-type ATPase subfamily IIC, subunit alpha	interpro	family		TIGR01106,cd02608	GO:0005524,GO:0008556,GO:0006813,GO:0016021
IPR005776	Oxaloacetate decarboxylase, alpha subunit	interpro	family		TIGR01108	GO:0008948,GO:0006814
IPR005777	Acetyl-S-ACP:malonate ACP transferase	interpro	family		TIGR01110,PF16957	GO:0016740
IPR005778	Tetrahydromethanopterin S-methyltransferase subunit A, MtrA	interpro	family		PIRSF500207,TIGR01111,MF_01093	GO:0030269,GO:0050897,GO:0006814
IPR005779	Tetrahydromethanopterin S-methyltransferase, subunit D	interpro	family		TIGR01112,PIRSF016552,PF04207,MF_01097	GO:0030269,GO:0006814,GO:0005737,GO:0012506
IPR005780	Tetrahydromethanopterin S-methyltransferase, subunit E	interpro	family		PF04206,TIGR01113,PIRSF016509,MF_01098	GO:0030269,GO:0006814,GO:0005737,GO:0012506
IPR005781	Photosynthetic reaction centre, M subunit	interpro	family		TIGR01115,cd09291	GO:0045156,GO:0019684,GO:0030077
IPR005782	P-type ATPase, subfamily  IIA, SERCA-type	interpro	family		TIGR01116	GO:0005388,GO:0006816,GO:0016021
IPR005783	Methylmalonyl-CoA decarboxylase, alpha subunit	interpro	family		TIGR01117	
IPR005784	D-amino acid aminotransferase	interpro	family		TIGR01121	GO:0008483,GO:0030170,GO:0046416
IPR005785	Branched-chain amino acid aminotransferase I	interpro	family		TIGR01122	GO:0004084,GO:0009081
IPR005786	Branched-chain amino acid aminotransferase II	interpro	family		TIGR01123,PIRSF006468	GO:0004084,GO:0009081
IPR005787	Threonine dehydratase, biosynthetic	interpro	family		TIGR01124	GO:0004794,GO:0009097
IPR005789	Threonine dehydratase, catabolic	interpro	family		TIGR01127	GO:0004794,GO:0006567
IPR005790	DNA polymerase III, delta subunit	interpro	family		TIGR01128	GO:0003677,GO:0006260
IPR005791	Protein translocase subunit SecD	interpro	family		TIGR01129,MF_01463_B	GO:0015450,GO:0006886
IPR005792	Protein disulphide isomerase	interpro	family		TIGR01130	GO:0003756
IPR005794	Methionyl-tRNA formyltransferase	interpro	family		TIGR00460,MF_00182	GO:0004479,GO:0071951
IPR005795	Major pollen allergen Lol pI	interpro	family		PR00829	GO:0019953,GO:0005576
IPR005802	Aminodeoxychorismate synthase, component I	interpro	family		TIGR00553	GO:0009396
IPR005807	SecE subunit of protein translocation complex, bacterial-like	interpro	family		PR01650,TIGR00964,PTHR33910	GO:0015450,GO:0009306,GO:0016021
IPR005809	Succinate--CoA synthetase, beta subunit	interpro	family		TIGR01016,PTHR11815,MF_00558,PIRSF001554	GO:0006099
IPR005810	Succinyl-CoA ligase, alpha subunit	interpro	family		PIRSF001553,TIGR01019,MF_01988	GO:0003824
IPR005813	Ribosomal protein L20	interpro	family		PR00062,PF00453,PS00937,TIGR01032,MF_00382,cd07026,PTHR10986	GO:0003735,GO:0019843,GO:0006412,GO:0005840
IPR005814	Aminotransferase class-III	interpro	family		PF00202,PIRSF000521,PS00600,cd00610	GO:0008483,GO:0030170
IPR005815	Adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA	interpro	family		MF_00834,TIGR00508	GO:0004015,GO:0009102
IPR005817	Wnt	interpro	family		SM00097,PR01349,PTHR12027,PF00110	GO:0005102,GO:0007275,GO:0016055,GO:0005576
IPR005819	Linker histone H1/H5	interpro	family		PR00624	GO:0003677,GO:0006334,GO:0000786
IPR005822	Ribosomal protein L13	interpro	family		PTHR11545,MF_01366,PIRSF002181,PF00572,cd00392	GO:0003735,GO:0006412,GO:0005840
IPR005823	Ribosomal protein L13, bacterial-type	interpro	family		TIGR01066	GO:0003735,GO:0006412,GO:0005840
IPR005826	Potassium channel, voltage dependent, Kv2.2	interpro	family		PR01515	GO:0005249,GO:0006813,GO:0008076
IPR005827	Potassium channel, voltage dependent, KCNQ1	interpro	family		PR01460,PTHR11537:SF144	GO:0005249,GO:0006813,GO:0008076
IPR005828	Major facilitator,  sugar transporter-like	interpro	family		PF00083	GO:0022857,GO:0055085,GO:0016021
IPR005830	Aerolysin	interpro	family		PF01117,PR00754,SM00999	GO:0009405,GO:0005576
IPR005837	Flagellar transport protein FliP	interpro	family		PR00951,TIGR01103,PTHR30587:SF0	GO:0009306,GO:0016020
IPR005838	Type III secretion system inner membrane P protein	interpro	family		PF00813,PR01302,PS01060,PS01061,PTHR30587	GO:0009306,GO:0016020
IPR005839	Methylthiotransferase	interpro	family		TIGR00089,SFLDG01061	GO:0016740,GO:0051539,GO:0006400
IPR005840	Ribosomal protein S12 methylthiotransferase RimO	interpro	family		TIGR01125,MF_01865,PTHR43837,SFLDF00274	GO:0016740,GO:0051539,GO:0018339,GO:0005737
IPR005841	Alpha-D-phosphohexomutase superfamily	interpro	family		PR00509	GO:0016868,GO:0005975
IPR005848	Urease, alpha subunit	interpro	family		PR01752,TIGR01792,MF_01953,cd00375	GO:0009039,GO:0016151,GO:0006807
IPR005852	Phosphoglucomutase, alpha-D-glucose specific	interpro	family		TIGR01132,cd05801	GO:0004614,GO:0005975
IPR005854	Amidophosphoribosyltransferase	interpro	family		TIGR01134,PIRSF000485,MF_01931	GO:0004044,GO:0009113
IPR005855	Glucosamine-fructose-6-phosphate aminotransferase, isomerising	interpro	family		TIGR01135,MF_00164,PTHR10937:SF0	GO:0004360,GO:1901137
IPR005856	Cysteine synthase	interpro	family		TIGR01136	GO:0004124,GO:0006535
IPR005857	Cystathionine beta-synthase	interpro	family		TIGR01137	GO:0004122,GO:0019343,GO:0005737
IPR005858	Cysteine synthase CysM	interpro	family		TIGR01138,PTHR10314:SF100	GO:0004124,GO:0006535
IPR005859	Cysteine synthase CysK	interpro	family		TIGR01139	GO:0004124,GO:0006535
IPR005860	L-threonine-O-3-phosphate decarboxylase	interpro	family		TIGR01140	GO:0003824,GO:0009236
IPR005861	Histidinol-phosphate aminotransferase family	interpro	family		TIGR01141,MF_01023	GO:0004400,GO:0000105
IPR005862	Formate-dependent phosphoribosylglycinamide formyltransferase	interpro	family		TIGR01142,MF_01643	GO:0000287,GO:0004644,GO:0005524,GO:0016742,GO:0009152
IPR005863	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	interpro	family		MF_02019,TIGR01143	GO:0005524,GO:0047480,GO:0071555
IPR005864	ATP synthase, F0 complex, subunit b, bacterial	interpro	family		TIGR01144	GO:0015078,GO:0015986,GO:0045263
IPR005865	Tetrahydromethanopterin S-methyltransferase, subunit C	interpro	family		TIGR01148,PIRSF006530,PF04211,MF_01096	GO:0030269,GO:0015948,GO:0016021
IPR005866	Tetrahydromethanopterin S-methyltransferase, subunit G	interpro	family		TIGR01149,PIRSF006500,PF04210,MF_01500	GO:0030269,GO:0015948,GO:0016021
IPR005867	Photosystem II protein D1	interpro	family		TIGR01151,MF_01379,cd09289	GO:0009055
IPR005868	Photosystem II D2 protein	interpro	family		TIGR01152,MF_01383,cd09288	GO:0045156,GO:0015979,GO:0019684,GO:0009523,GO:0016020
IPR005869	Photosystem II CP43 reaction centre protein	interpro	family		TIGR01153,MF_01496	GO:0016168,GO:0045156,GO:0009772,GO:0015979,GO:0009523,GO:0016020
IPR005870	Cytochrome b6/f complex, subunit IV	interpro	family		PIRSF000033,TIGR01156,MF_01344	GO:0045156,GO:0009767,GO:0042651
IPR005871	Photosynthetic reaction centre, L subunit	interpro	family		TIGR01157,cd09290	GO:0045156,GO:0019684,GO:0030077
IPR005872	Archaeal/bacterial translation initiation factor SUI1	interpro	family		TIGR01158,PIRSF037511,cd11567	GO:0003743
IPR005873	DENR family, eukaryotes	interpro	family		TIGR01159	GO:0003743
IPR005874	Eukaryotic translation initiation factor SUI1	interpro	family		TIGR01160,PIRSF004499,cd11566	GO:0003743
IPR005876	Cobalt transport protein ATP-binding subunit	interpro	family		TIGR01166	GO:0006824
IPR005878	Ribosomal protein L1, bacterial-type	interpro	family		TIGR01169,MF_01318_B	GO:0003723,GO:0003735,GO:0006412,GO:0015934
IPR005879	Ribosomal protein L1, mitochondrial	interpro	family		TIGR01170	GO:0003723,GO:0003735,GO:0006412,GO:0005739,GO:0015934
IPR005880	Ribosomal protein L2, bacterial/organellar-type	interpro	family		TIGR01171,MF_01320_B	GO:0003723,GO:0003735,GO:0016740,GO:0006412,GO:0015934
IPR005881	Serine O-acetyltransferase	interpro	family		TIGR01172,PIRSF000441	GO:0009001,GO:0006535,GO:0005737
IPR005882	Bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase	interpro	family		TIGR01173,MF_01631	GO:0000287,GO:0003977,GO:0019134,GO:0000902,GO:0009103,GO:0009252,GO:0005737
IPR005883	Type IV pilus assembly protein PilM	interpro	family		TIGR01175,PIRSF019169,PF11104	
IPR005884	Fumarate reductase, flavoprotein subunit	interpro	family		TIGR01176	GO:0016491,GO:0009061,GO:0055114
IPR005885	tRNA guanine(10)-N2-dimethyltransferase	interpro	family		TIGR01177	GO:0004809,GO:0030488
IPR005886	UDP-glucose 4-epimerase	interpro	family		TIGR01179,cd05247	GO:0003978,GO:0006012
IPR005887	Alpha-1,2-mannosidase, putative	interpro	family		TIGR01180	
IPR005888	dTDP-glucose 4,6-dehydratase	interpro	family		TIGR01181,cd05246	GO:0008460,GO:0009225
IPR005889	Nitrate transport permease	interpro	family		TIGR01183	GO:0015112,GO:0015706,GO:0016021
IPR005890	Nitrate transport ATP-binding subunit C/D	interpro	family		TIGR01184	GO:0015112,GO:0015706,GO:0016020
IPR005891	DevC protein	interpro	family		TIGR01185,PIRSF031773	
IPR005892	Glycine betaine transport ATP-binding subunit	interpro	family		TIGR01186	GO:0005524,GO:0031460,GO:0016020
IPR005893	Spermidine/putrescine ABC transporter, ATP-binding subunit	interpro	family		TIGR01187	GO:0015417,GO:0015846,GO:0043190
IPR005894	Daunorubicin resistance ABC transporter ATP-binding subunit DrrA	interpro	family		TIGR01188	GO:0005524,GO:0043215,GO:1900753
IPR005895	ABC transporter, haem export, CcmA	interpro	family		TIGR01189,PS51243,PTHR43499	GO:0022857,GO:0017004
IPR005896	Glucan exporter ATP-binding protein, NdvA	interpro	family		TIGR01192	GO:0015441,GO:0015775,GO:0005886
IPR005897	Peptidase C39, ABC-type bacteriocin transporter	interpro	family		TIGR01193	GO:0008234,GO:0043214,GO:0043213,GO:0016020
IPR005898	Cyclic peptide transporter	interpro	family		TIGR01194,PTHR43553:SF11	GO:0005524,GO:1904680,GO:0015833,GO:0016021
IPR005899	Sodium ion-translocating decarboxylase	interpro	family		TIGR01195,PF04277	GO:0008948,GO:0015081,GO:0036376,GO:0016020
IPR005901	GLPGLI family protein	interpro	family		TIGR01200,PF09697	
IPR005902	Putative DNA-binding protein, HU-related	interpro	family		TIGR01201	
IPR005903	2-desacetyl-2-hydroxyethyl bacteriochlorophyllide a dehydrogenase	interpro	family		TIGR01202	GO:0016491,GO:0036354,GO:0030494,GO:0055114
IPR005904	Hypoxanthine phosphoribosyl transferase	interpro	family		TIGR01203	GO:0004422,GO:0006166
IPR005905	D-alanine--D-alanine ligase	interpro	family		TIGR01205,MF_00047,PIRSF039102	GO:0008716,GO:0005737
IPR005906	Lysine biosynthesis protein LysW	interpro	family		TIGR01206,PTHR40393,cd13946	
IPR005907	Glucose-1-phosphate thymidylyltransferase, short form	interpro	family		TIGR01207,PTHR43532,cd02538	GO:0008879,GO:0045226
IPR005908	Glucose-1-phosphate thymidylyltransferase, long form	interpro	family		TIGR01208,cd04189	
IPR005909	Conserved hypothetical protein CHP01210	interpro	family		TIGR01210,PIRSF004954	
IPR005911	Protein YhcC-like	interpro	family		TIGR01212,PTHR11135:SF1,SFLDG01091	GO:0051536
IPR005912	tRNA pseudouridine synthase, Pus10	interpro	family		TIGR01213,MF_01893	GO:0000049,GO:0009982,GO:0001522,GO:0006400
IPR005913	dTDP-4-dehydrorhamnose reductase family	interpro	family		TIGR01214,PTHR10491	
IPR005914	Acetoacetyl-CoA synthase	interpro	family		TIGR01217	GO:0030729,GO:0006629
IPR005915	Tandem five-TM protein	interpro	family		PF04276,TIGR01218	
IPR005917	Phosphomevalonate kinase, bacteria	interpro	family		TIGR01220,PTHR31814:SF4	
IPR005919	Higher eukaryotic phosphomevalonate kinase	interpro	family		PTHR13101,TIGR01223,PIRSF036639,PF04275	GO:0004631,GO:0006695,GO:0005737
IPR005920	Imidazolonepropionase	interpro	family		TIGR01224,PTHR42752,MF_00372,cd01296	GO:0016812,GO:0019556,GO:0005737
IPR005921	Histidine ammonia-lyase	interpro	family		TIGR01225,MF_00229	GO:0004397,GO:0006548,GO:0005737
IPR005922	Phenylalanine ammonia-lyase	interpro	family		TIGR01226	GO:0016841,GO:0006559,GO:0005737
IPR005923	Formiminoglutamase	interpro	family		TIGR01227,MF_00737	GO:0050415,GO:0019556
IPR005925	Agmatinase-related	interpro	family		TIGR01230	
IPR005926	Tagatose-6-phosphate kinase	interpro	family		TIGR01231,MF_01557	GO:0009024,GO:0019512
IPR005927	Tagatose 1,6-diphosphate aldolase	interpro	family		TIGR01232,MF_00734	GO:0009024,GO:0019512
IPR005928	6-phospho-beta-galactosidase	interpro	family		TIGR01233,MF_01574	GO:0033920,GO:0019512
IPR005929	Ribulokinase	interpro	family		TIGR01234,MF_00520,cd07781	GO:0005524,GO:0008741,GO:0019569
IPR005930	Pyruvate carboxylase	interpro	family		PIRSF001594,TIGR01235	GO:0004736,GO:0005524,GO:0009374,GO:0006090,GO:0006094
IPR005931	Delta-1-pyrroline-5-carboxylate dehydrogenase	interpro	family		TIGR01236,cd07123	GO:0003842,GO:0010133
IPR005932	1-pyrroline-5-carboxylate dehydrogenase	interpro	family		TIGR01237,MF_00733,cd07124	
IPR005935	Diphosphomevalonate/phosphomevalonate decarboxylase	interpro	family		PIRSF015950	GO:0016831,GO:0008299
IPR005936	Peptidase, FtsH	interpro	family		TIGR01241,MF_01458	GO:0004222,GO:0016020
IPR005937	26S proteasome regulatory subunit P45-like	interpro	family		TIGR01242	GO:0016787,GO:0030163,GO:0005737
IPR005938	AAA ATPase, CDC48 family	interpro	family		TIGR01243	GO:0016787
IPR005939	Beta-lactamase hydrolase-like	interpro	family		TIGR01244,PF04273	GO:0016787
IPR005940	Anthranilate phosphoribosyl transferase	interpro	family		TIGR01245,MF_00211	GO:0004048,GO:0000162
IPR005941	Succinyl-diaminopimelate desuccinylase, proteobacteria	interpro	family		TIGR01246,MF_01690	GO:0009014,GO:0009089
IPR005942	Daunorubicin resistance ABC transporter membrane protein	interpro	family		TIGR01247	
IPR005943	Daunorubicin resistance protein C	interpro	family		TIGR01248	
IPR005944	Proline iminopeptidase	interpro	family		PIRSF006431,TIGR01249,PTHR43722	GO:0004177,GO:0006508,GO:0005737
IPR005945	Proline-specific peptidase	interpro	family		TIGR01250,PIRSF005539	GO:0008233,GO:0006508
IPR005946	Ribose-phosphate pyrophosphokinase	interpro	family		TIGR01251,PF14572,PTHR10210	GO:0000287,GO:0004749,GO:0009165
IPR005947	Thiamine ABC transporter, permease protein	interpro	family		TIGR01253	GO:0022857,GO:0015888,GO:0016021
IPR005948	Thiamine/thiamin pyrophosphate-binding periplasmic protein, ABC transporter	interpro	family		TIGR01254,cd13545	GO:0030975,GO:0015888
IPR005949	Formate acetyltransferase	interpro	family		TIGR01255,cd01678	GO:0008861,GO:0005975,GO:0005737
IPR005950	Molybdate ABC transporter, substrate-binding protein	interpro	family		PIRSF004846,TIGR01256	GO:0015689
IPR005951	Retinal-specific ATP-binding cassette transporter	interpro	family		TIGR01257	GO:0005524,GO:0042626,GO:0006869,GO:0007601,GO:0005887
IPR005952	Phosphoglycerate mutase 1	interpro	family		PTHR11931,MF_01039,TIGR01258	GO:0004619,GO:0016868,GO:0006096
IPR005953	ATP synthase, F0 complex, subunit C, bacterial/chloroplast	interpro	family		TIGR01260	GO:0015078,GO:0015986,GO:0045263
IPR005955	Glutathione S-transferases, class Zeta	interpro	family		TIGR01262	GO:0003824,GO:0009072,GO:0005737
IPR005956	4-hydroxyphenylpyruvate dioxygenase	interpro	family		PTHR11959,TIGR01263,PIRSF009283	GO:0003868,GO:0016701,GO:0009072,GO:0055114
IPR005957	Tyrosine aminotransferase	interpro	family		TIGR01264	GO:0004838,GO:0030170,GO:0009072
IPR005958	Tyrosine/nicotianamine aminotransferase	interpro	family		PIRSF000517,TIGR01265	GO:0008483,GO:0030170,GO:0006520
IPR005959	Fumarylacetoacetase	interpro	family		TIGR01266,PTHR43069	GO:0004334,GO:0009072
IPR005960	Phenylalanine-4-hydroxylase, monomeric form	interpro	family		TIGR01267,cd03348	GO:0004505,GO:0006559,GO:0055114
IPR005961	Phenylalanine-4-hydroxylase, tetrameric form	interpro	family		TIGR01268	GO:0004505,GO:0006559,GO:0055114
IPR005962	Tyrosine 3-monooxygenase	interpro	family		TIGR01269	GO:0004511,GO:0042423,GO:0055114
IPR005963	Tryptophan 5-monooxygenase	interpro	family		TIGR01270	GO:0004510,GO:0042427,GO:0055114
IPR005964	Bacterial glucose/galactose transporter	interpro	family		TIGR01272	GO:0005354,GO:0005355,GO:0015757,GO:1904659,GO:0016021
IPR005965	1-aminocyclopropane-1-carboxylate deaminase	interpro	family		TIGR01274	GO:0008660,GO:0030170,GO:0009310
IPR005966	D-cysteine desulfhydrase	interpro	family		TIGR01275	GO:0003824
IPR005967	Thiamin/thiamin pyrophosphate ABC transporter, substrate-binding protein, Proteobacteria	interpro	family		TIGR01276	GO:0030975,GO:0015888,GO:0030288
IPR005968	Thiamine ABC transporter, ATP-binding protein ThiQ	interpro	family		TIGR01277,PS51288	GO:0005524,GO:0042626,GO:0071934,GO:0016021
IPR005969	Light-independent protochlorophyllide reductase, B subunit	interpro	family		TIGR01278,MF_00353	GO:0016730,GO:0015995,GO:0019685,GO:0055114
IPR005970	Light-independent protochlorophyllide reductase, N subunit	interpro	family		TIGR01279,PIRSF000162,MF_00352	GO:0016730,GO:0015995,GO:0019685,GO:0055114
IPR005971	Light-independent protochlorophyllide reductase, iron-sulphur ATP-binding protein	interpro	family		TIGR01281,PTHR42864:SF1,MF_00355	GO:0005524,GO:0016730,GO:0015995,GO:0019685,GO:0055114
IPR005972	Nitrogenase molybdenum-iron protein alpha chain	interpro	family		TIGR01282,cd01976	GO:0016163,GO:0009399,GO:0055114,GO:0016612
IPR005973	Nitrogenase MoFe cofactor biosynthesis protein NifE	interpro	family		TIGR01283	GO:0009399,GO:0065003
IPR005974	Nitrogenase alpha chain	interpro	family		TIGR01284	GO:0016163,GO:0051536,GO:0009399,GO:0055114
IPR005975	Nitrogenase molybdenum-iron cofactor biosynthesis protein	interpro	family		TIGR01285,cd01966	GO:0009399,GO:0065003
IPR005976	Nitrogenase molybdenum-iron protein beta chain	interpro	family		TIGR01286	GO:0016163,GO:0009399,GO:0055114,GO:0016612
